cargo_category,cargo_type,vessel_type,min_dwt,max_dwt,draft,loa,beam
Bulk Gases,Butane,Gas Carrier,27575,32563,8.9,169.4,24.4
Bulk Gases,Propane,LPG Carrier,46501,47001,10.0,170.1,30.2
Dry Bulk,Salt,Supramax,56153,56653,10.4,199.0,32.1
Bulk Gases,Ethylene,LPG Carrier,55365,72825,10.1,183.8,28.6
Dry Bulk,Bauxite,Panamax,68744,83033,13.3,234.6,32.5
Dry Bulk,Coal,Capesize,166909,195536,16.6,293.1,45.1
Bulk Gases,LNG,Gas Carrier,34351,34851,8.1,178.5,27.9
Dry Bulk,Bauxite,Panamax,91466,104750,13.6,210.1,33.8
Liquid Bulk,Gasoline,Suezmax,143259,171578,16.2,268.5,48.9
Bulk Gases,Ammonia,LPG Carrier,54444,54944,10.5,176.7,30.5
Dry Bulk,Steel Products,Capesize,188762,189262,16.1,300.8,44.3
Dry Bulk,Coal,Supramax,47997,51483,9.8,193.7,32.1
Dry Bulk,Steel Products,Handysize,25441,27096,7.4,168.9,32.4
Dry Bulk,Salt,Capesize,187049,187549,16.3,286.6,46.3
Dry Bulk,Cement,Capesize,166955,167455,15.5,287.3,46.3
Liquid Bulk,Fuel Oil,Aframax,88282,118107,14.5,242.7,41.8
Dry Bulk,Grain,Panamax,83633,96786,13.0,232.1,32.8
Liquid Bulk,Diesel,MR Tanker,44009,60266,10.3,174.3,32.1
Dry Bulk,Fertilizer,Capesize,144070,152472,16.1,285.7,45.1
Liquid Bulk,Vegetable Oil,MR Tanker,40612,51846,11.4,186.4,33.1
Liquid Bulk,Crude Oil,LR1 Tanker,78858,79358,12.9,224.3,34.3
Liquid Bulk,Vegetable Oil,Aframax,93667,116092,14.1,234.3,43.0
Dry Bulk,Iron Ore,Capesize,154634,179315,15.6,285.7,46.4
Dry Bulk,Grain,Handysize,34642,39573,7.8,189.2,28.3
Liquid Bulk,Chemicals,Suezmax,142499,198140,15.5,276.8,45.8
Liquid Bulk,Gasoline,Aframax,67483,103309,14.3,235.5,42.2
Liquid Bulk,Vegetable Oil,Aframax,112147,113620,13.5,249.1,40.4
Dry Bulk,Clinker,Supramax,56229,56729,10.1,197.5,32.5
Liquid Bulk,Crude Oil,Suezmax,181219,181719,15.8,276.1,48.1
Dry Bulk,Bauxite,Supramax,68048,68548,10.5,211.9,32.8
Dry Bulk,Iron Ore,Panamax,97855,98355,13.4,236.7,32.6
Dry Bulk,Bauxite,Handysize,22735,33371,7.4,177.4,31.0
Dry Bulk,Coal,Capesize,177769,178269,16.5,280.3,45.3
Liquid Bulk,Petroleum Products,LR1 Tanker,74342,74842,12.9,226.0,37.1
Bulk Gases,Propane,LNG Carrier,174988,175488,12.3,298.3,46.3
Dry Bulk,Salt,Supramax,45055,54424,10.2,186.9,33.2
Dry Bulk,Salt,Handysize,15010,37730,7.4,177.0,30.7
Bulk Gases,LPG,LNG Carrier,163043,169816,11.9,291.3,45.2
Dry Bulk,Clinker,Supramax,51440,56047,10.1,202.6,33.7
Dry Bulk,Iron Ore,Supramax,45561,52358,10.3,201.1,30.7
Dry Bulk,Bauxite,Panamax,77766,87571,12.9,233.8,31.7
Liquid Bulk,Diesel,Aframax,105442,114006,14.0,241.1,41.7
Liquid Bulk,Vegetable Oil,LR1 Tanker,64033,67961,12.3,232.6,34.3
Dry Bulk,Cement,Capesize,173575,175868,15.8,289.8,44.5
Dry Bulk,Bauxite,Panamax,68479,88074,11.6,216.9,31.9
Dry Bulk,Grain,Capesize,122618,186722,16.7,290.6,43.9
Liquid Bulk,Chemicals,Suezmax,139905,187808,15.8,264.0,46.9
Dry Bulk,Clinker,Handysize,10941,39755,8.0,175.8,30.7
Bulk Gases,Ammonia,LPG Carrier,43645,52701,11.0,188.4,31.5
Dry Bulk,Iron Ore,Handysize,26127,29174,7.1,171.1,30.9
Liquid Bulk,Petroleum Products,Suezmax,122018,169500,15.4,276.6,46.7
Dry Bulk,Coal,Supramax,52931,53519,10.1,193.0,32.2
Dry Bulk,Fertilizer,Handysize,26616,29005,7.4,177.6,28.0
Liquid Bulk,Vegetable Oil,LR1 Tanker,64796,65296,12.2,233.5,34.6
Dry Bulk,Steel Products,Supramax,53587,54087,10.4,200.3,31.9
Liquid Bulk,Chemicals,LR1 Tanker,70908,74437,13.1,222.4,35.9
Dry Bulk,Iron Ore,Supramax,42141,56789,10.5,194.3,33.5
Liquid Bulk,Vegetable Oil,LR1 Tanker,55340,81915,13.1,232.4,34.6
Dry Bulk,Steel Products,Panamax,74244,94431,12.0,208.9,32.2
Liquid Bulk,Gasoline,MR Tanker,34476,46851,10.1,194.2,34.3
Dry Bulk,Steel Products,Supramax,47232,54650,10.8,201.8,31.4
Liquid Bulk,Chemicals,MR Tanker,48839,54168,11.0,195.2,32.8
Dry Bulk,Clinker,Handysize,14011,28820,8.1,171.0,30.2
Dry Bulk,Clinker,Panamax,60064,106201,12.8,229.0,31.1
Liquid Bulk,Crude Oil,MR Tanker,45983,47537,10.0,188.0,30.6
Dry Bulk,Clinker,Panamax,76331,94738,12.7,218.7,32.7
Dry Bulk,Iron Ore,Supramax,49951,53951,10.8,202.0,29.8
Dry Bulk,Cement,Panamax,91539,92039,12.5,229.3,33.7
Liquid Bulk,Diesel,MR Tanker,40404,49098,10.0,207.7,31.9
Bulk Gases,LPG,LNG Carrier,96654,174039,11.9,308.2,45.5
Liquid Bulk,Diesel,Suezmax,157200,205058,16.3,271.3,47.4
Dry Bulk,Salt,Handysize,15937,24517,8.2,183.1,30.7
Dry Bulk,Bauxite,Panamax,64946,88420,12.8,238.3,33.3
Dry Bulk,Iron Ore,Handysize,24498,25153,8.1,176.6,28.4
Dry Bulk,Clinker,Handysize,12336,33617,8.0,160.8,30.4
Dry Bulk,Clinker,Supramax,43906,57708,10.8,189.5,32.4
Dry Bulk,Coal,Handysize,29200,38251,7.2,187.7,30.7
Bulk Gases,Ethylene,LNG Carrier,126749,162090,12.5,297.2,47.4
Liquid Bulk,Vegetable Oil,MR Tanker,32082,50174,10.6,185.3,31.8
Bulk Gases,Butane,LNG Carrier,161868,162368,12.3,292.2,46.1
Dry Bulk,Steel Products,Handysize,23916,31031,8.0,192.2,31.7
Dry Bulk,Coal,Panamax,66893,97034,12.5,240.2,34.3
Dry Bulk,Steel Products,Capesize,80903,177637,15.9,285.5,43.9
Dry Bulk,Coal,Handysize,19852,29962,7.5,164.3,30.6
Dry Bulk,Steel Products,Handysize,32287,32787,6.9,181.7,31.3
Liquid Bulk,Chemicals,MR Tanker,40360,44764,10.1,188.2,31.8
Dry Bulk,Steel Products,Panamax,72477,83380,12.7,230.8,32.2
Bulk Gases,LPG,LNG Carrier,87144,118256,11.7,293.9,47.2
Dry Bulk,Steel Products,Capesize,190167,190667,16.6,277.8,45.0
Dry Bulk,Clinker,Capesize,103927,143159,16.7,291.1,44.4
Bulk Gases,Butane,Gas Carrier,9940,35129,9.1,175.6,25.9
Dry Bulk,Fertilizer,Handysize,31418,31918,7.7,180.8,29.2
Dry Bulk,Fertilizer,Panamax,77811,83095,12.4,220.8,32.7
Dry Bulk,Grain,Capesize,131348,185110,17.5,286.6,44.2
Dry Bulk,Steel Products,Supramax,55904,56632,10.5,196.1,30.8
Dry Bulk,Clinker,Panamax,72411,80782,12.2,229.0,33.3
Dry Bulk,Clinker,Supramax,48072,58078,11.5,191.1,30.8
Bulk Gases,Ethylene,LNG Carrier,161858,162358,11.9,294.7,47.7
Dry Bulk,Steel Products,Panamax,80213,80713,12.8,231.6,31.4
Dry Bulk,Iron Ore,Supramax,39071,53151,9.6,187.5,30.6
Dry Bulk,Coal,Handysize,13981,37339,7.5,182.2,30.7
Dry Bulk,Steel Products,Supramax,41250,53048,10.5,198.0,32.4
Dry Bulk,Iron Ore,Handysize,30996,33994,8.6,182.1,29.3
Dry Bulk,Grain,Handysize,37033,37533,8.1,178.8,28.9
Dry Bulk,Grain,Supramax,49440,54107,9.8,201.2,31.5
Dry Bulk,Salt,Supramax,50735,55570,10.6,183.0,31.0
Dry Bulk,Steel Products,Handysize,24432,50219,7.7,178.2,31.1
Dry Bulk,Clinker,Handysize,14503,31626,7.6,184.3,31.1
Bulk Gases,Propane,Gas Carrier,17656,18156,8.8,170.5,27.9
Dry Bulk,Bauxite,Capesize,164215,183402,15.8,289.1,44.9
Dry Bulk,Steel Products,Capesize,107529,166937,16.4,296.2,44.0
Liquid Bulk,Gasoline,Aframax,103133,105976,14.0,258.1,41.3
Dry Bulk,Fertilizer,Handysize,13751,29814,7.4,188.1,29.6
Dry Bulk,Bauxite,Handysize,29225,41905,7.5,179.9,29.8
Liquid Bulk,Chemicals,Suezmax,163954,183898,16.0,275.0,47.9
Liquid Bulk,Diesel,Suezmax,155020,220156,16.4,273.5,47.9
Liquid Bulk,Gasoline,Aframax,108243,108743,13.8,232.0,42.7
Dry Bulk,Salt,Handysize,34997,35497,7.5,175.1,32.1
Liquid Bulk,Fuel Oil,MR Tanker,37991,53242,11.1,186.3,32.6
Bulk Gases,Ammonia,LNG Carrier,157723,158223,12.2,285.1,45.8
Bulk Gases,LPG,Gas Carrier,23595,31050,9.2,161.9,28.8
Bulk Gases,LNG,LNG Carrier,126468,139031,12.2,299.0,46.1
Liquid Bulk,Chemicals,Aframax,96916,112857,14.4,238.4,41.0
Bulk Gases,Ethylene,LPG Carrier,38028,57354,10.3,181.3,29.4
Dry Bulk,Grain,Panamax,62181,81423,12.6,229.4,32.5
Dry Bulk,Grain,Handysize,12736,29322,6.9,170.5,28.7
Dry Bulk,Clinker,Supramax,41758,53544,10.7,205.3,31.9
Liquid Bulk,Fuel Oil,Suezmax,130879,168301,15.9,270.4,48.4
Dry Bulk,Bauxite,Handysize,23880,32137,7.5,194.0,30.7
Dry Bulk,Coal,Handysize,20634,21134,6.8,180.2,30.1
Liquid Bulk,Crude Oil,MR Tanker,30228,44651,10.5,179.4,31.5
Bulk Gases,Butane,LNG Carrier,86894,111082,11.8,286.3,44.2
Dry Bulk,Steel Products,Handysize,41692,42192,7.9,175.4,29.4
Liquid Bulk,Diesel,MR Tanker,27097,56984,11.0,191.7,31.8
Liquid Bulk,Petroleum Products,LR1 Tanker,61513,74809,13.5,234.6,34.1
Liquid Bulk,Gasoline,Aframax,89638,113066,14.0,239.1,42.9
Dry Bulk,Clinker,Supramax,47727,50852,11.9,204.8,32.3
Dry Bulk,Salt,Capesize,141219,141719,16.0,287.6,45.2
Bulk Gases,LNG,Gas Carrier,36410,36910,10.0,160.4,26.8
Dry Bulk,Cement,Supramax,57681,58181,11.0,197.2,32.1
Bulk Gases,LNG,LPG Carrier,45172,51367,9.8,197.6,30.2
Dry Bulk,Clinker,Supramax,48174,55130,10.7,195.4,30.4
Liquid Bulk,Gasoline,Aframax,95099,102906,14.6,242.6,41.1
Dry Bulk,Coal,Capesize,188391,188891,15.8,286.8,44.5
Dry Bulk,Iron Ore,Supramax,48480,51404,10.6,195.5,31.4
Dry Bulk,Fertilizer,Panamax,89294,89794,13.0,230.6,33.6
Dry Bulk,Grain,Capesize,107835,193165,16.0,275.9,45.0
Liquid Bulk,Vegetable Oil,LR1 Tanker,67974,72260,13.5,228.5,34.7
Dry Bulk,Clinker,Panamax,73935,78582,12.6,225.6,32.6
Dry Bulk,Salt,Supramax,50355,56035,10.5,207.1,31.0
Dry Bulk,Fertilizer,Handysize,20084,42950,8.2,183.2,31.7
Bulk Gases,Ethylene,LNG Carrier,152751,195688,12.7,300.6,45.7
Dry Bulk,Grain,Panamax,84026,86935,11.8,240.0,33.5
Liquid Bulk,Diesel,LR1 Tanker,63415,65538,12.4,217.5,33.7
Bulk Gases,LNG,LPG Carrier,32846,55296,10.0,176.7,29.2
Bulk Gases,Ethylene,LPG Carrier,69612,70112,9.3,175.6,30.1
Bulk Gases,Propane,LPG Carrier,40598,45069,10.4,180.5,29.7
Liquid Bulk,Crude Oil,Aframax,105098,115524,13.9,247.6,43.1
Liquid Bulk,Chemicals,LR1 Tanker,72476,73411,12.5,242.0,35.3
Dry Bulk,Iron Ore,Supramax,44259,51801,10.2,195.5,34.3
Dry Bulk,Grain,Handysize,19581,43148,7.7,187.3,28.6
Liquid Bulk,Gasoline,LR1 Tanker,62553,63053,12.9,233.0,36.4
Liquid Bulk,Crude Oil,LR1 Tanker,69784,73197,13.0,222.9,34.5
Liquid Bulk,Diesel,LR1 Tanker,62232,70531,12.8,242.1,34.9
Liquid Bulk,Diesel,LR1 Tanker,60401,64859,11.9,237.6,33.6
Dry Bulk,Steel Products,Capesize,84195,189880,16.5,282.6,45.0
Dry Bulk,Grain,Capesize,119352,173671,16.3,293.2,45.9
Liquid Bulk,Fuel Oil,Suezmax,108584,177414,17.1,277.3,46.2
Liquid Bulk,Petroleum Products,LR1 Tanker,59197,67447,11.9,231.1,34.9
Bulk Gases,Ammonia,LPG Carrier,39517,51244,10.1,184.9,30.3
Bulk Gases,Ethylene,Gas Carrier,19209,32924,9.4,160.9,27.8
Liquid Bulk,Vegetable Oil,Aframax,95416,100482,13.4,241.5,42.6
Dry Bulk,Clinker,Capesize,121529,198547,16.2,291.2,43.8
Liquid Bulk,Gasoline,Aframax,110218,123495,14.1,253.3,40.6
Dry Bulk,Coal,Supramax,49546,50046,10.6,198.4,32.0
Bulk Gases,LPG,LNG Carrier,156478,179994,11.9,300.4,47.9
Bulk Gases,LNG,Gas Carrier,32953,33453,9.2,168.0,30.5
Dry Bulk,Bauxite,Capesize,173559,177862,16.5,291.5,47.3
Dry Bulk,Cement,Panamax,78433,95750,12.8,222.9,32.4
Dry Bulk,Grain,Panamax,86057,89271,11.9,241.8,31.2
Dry Bulk,Steel Products,Supramax,44331,50843,10.1,199.3,32.6
Liquid Bulk,Vegetable Oil,MR Tanker,32658,52053,11.2,183.0,30.7
Dry Bulk,Fertilizer,Panamax,102814,103314,11.5,225.0,32.9
Dry Bulk,Iron Ore,Capesize,152097,152597,15.4,294.2,45.2
Dry Bulk,Iron Ore,Capesize,160690,195470,16.4,287.2,44.1
Dry Bulk,Iron Ore,Handysize,21427,25241,8.2,186.5,28.4
Dry Bulk,Iron Ore,Capesize,128501,217526,16.9,293.6,45.9
Bulk Gases,Ammonia,LNG Carrier,153541,154041,11.4,294.4,46.4
Bulk Gases,Ammonia,Gas Carrier,8854,33249,8.8,154.0,27.7
Bulk Gases,LNG,LPG Carrier,54711,55211,10.2,171.1,30.7
Bulk Gases,LNG,LPG Carrier,29675,40205,10.7,171.9,29.8
Dry Bulk,Steel Products,Supramax,42823,54085,9.5,203.2,32.3
Dry Bulk,Bauxite,Supramax,61660,62160,10.4,206.1,33.2
Liquid Bulk,Gasoline,MR Tanker,52326,52826,10.5,176.9,34.0
Liquid Bulk,Petroleum Products,LR1 Tanker,70102,79328,12.4,231.3,33.5
Liquid Bulk,Vegetable Oil,LR1 Tanker,58659,73325,12.8,234.1,34.2
Liquid Bulk,Petroleum Products,MR Tanker,39691,47870,11.3,177.6,30.2
Dry Bulk,Clinker,Capesize,147334,183865,15.8,287.8,44.7
Dry Bulk,Grain,Supramax,45928,50538,10.6,206.1,32.1
Dry Bulk,Bauxite,Handysize,27901,34846,7.3,177.1,29.4
Liquid Bulk,Diesel,Aframax,106372,120187,14.5,238.8,40.7
Liquid Bulk,Gasoline,LR1 Tanker,51187,69108,12.5,217.5,37.6
Liquid Bulk,Fuel Oil,LR1 Tanker,66733,72751,12.7,244.2,35.0
Dry Bulk,Fertilizer,Panamax,91179,99770,13.8,228.1,33.5
Liquid Bulk,Crude Oil,Aframax,79293,124486,14.6,250.3,41.0
Bulk Gases,LNG,LPG Carrier,19751,41632,10.2,178.9,29.6
Bulk Gases,Butane,LPG Carrier,31474,31974,10.2,185.2,31.6
Liquid Bulk,Chemicals,Suezmax,153642,176477,16.0,281.8,49.3
Dry Bulk,Fertilizer,Handysize,25845,35951,7.6,179.1,28.2
Liquid Bulk,Vegetable Oil,Suezmax,167923,168423,16.6,268.3,47.4
Bulk Gases,LNG,LPG Carrier,26325,54404,10.0,184.8,27.1
Liquid Bulk,Fuel Oil,LR1 Tanker,76006,76506,13.0,236.2,35.7
Dry Bulk,Grain,Handysize,19058,26397,8.0,179.9,28.8
Liquid Bulk,Diesel,Suezmax,175062,219258,15.9,277.1,48.5
Liquid Bulk,Diesel,MR Tanker,31910,51025,10.7,183.0,33.6
Liquid Bulk,Petroleum Products,Aframax,104923,118439,14.1,245.0,41.7
Dry Bulk,Clinker,Panamax,82478,82978,12.7,232.1,32.9
Liquid Bulk,Petroleum Products,Suezmax,110554,144286,16.1,271.9,48.9
Bulk Gases,Propane,LPG Carrier,32868,54866,11.5,174.2,28.5
Bulk Gases,LNG,Gas Carrier,28193,34250,9.1,179.3,27.2
Dry Bulk,Fertilizer,Panamax,96135,96635,13.5,211.1,34.4
Liquid Bulk,Diesel,Suezmax,155067,155567,16.5,277.3,48.7
Dry Bulk,Grain,Handysize,34002,34502,7.7,171.5,29.6
Liquid Bulk,Diesel,Suezmax,149368,175915,16.2,286.4,47.6
Liquid Bulk,Chemicals,MR Tanker,37967,46239,9.9,202.7,31.1
Dry Bulk,Bauxite,Supramax,51104,64644,10.2,205.3,30.7
Liquid Bulk,Petroleum Products,Suezmax,133468,185021,15.9,287.2,48.1
Bulk Gases,Ethylene,LNG Carrier,153604,154104,11.7,289.6,45.9
Liquid Bulk,Gasoline,MR Tanker,34919,53958,11.1,173.8,31.7
Dry Bulk,Clinker,Panamax,75469,114595,12.6,228.4,31.6
Dry Bulk,Grain,Supramax,52490,61315,10.6,204.2,33.0
Dry Bulk,Fertilizer,Handysize,26774,42059,7.1,174.8,29.9
Dry Bulk,Bauxite,Handysize,23252,23752,7.4,163.2,29.5
Dry Bulk,Coal,Handysize,28305,32131,7.7,178.4,30.7
Dry Bulk,Bauxite,Panamax,107625,108125,12.6,224.2,30.8
Dry Bulk,Bauxite,Supramax,50498,61132,11.7,197.4,32.0
Dry Bulk,Bauxite,Panamax,87106,103219,12.0,234.3,34.9
Dry Bulk,Grain,Panamax,73973,75477,12.9,221.1,33.5
Liquid Bulk,Crude Oil,Suezmax,216858,217358,17.1,277.1,48.6
Dry Bulk,Iron Ore,Supramax,43553,57575,10.7,193.7,31.7
Liquid Bulk,Gasoline,MR Tanker,45973,46473,10.3,173.9,31.3
Dry Bulk,Salt,Supramax,51718,54201,11.1,188.9,32.7
Dry Bulk,Steel Products,Panamax,74288,88542,12.9,211.9,30.3
Dry Bulk,Steel Products,Handysize,23023,31571,7.0,193.9,29.1
Dry Bulk,Fertilizer,Supramax,45458,58568,10.1,192.5,32.7
Dry Bulk,Steel Products,Panamax,69812,93675,12.9,232.6,33.2
Bulk Gases,Ethylene,LPG Carrier,41620,50203,10.1,159.3,29.8
Liquid Bulk,Fuel Oil,MR Tanker,35582,53380,11.0,194.3,32.0
Liquid Bulk,Crude Oil,MR Tanker,44059,44559,11.1,172.4,29.2
Dry Bulk,Cement,Panamax,76528,91620,12.8,231.9,32.0
Liquid Bulk,Crude Oil,LR1 Tanker,74543,85032,14.2,234.2,33.0
Bulk Gases,Ammonia,LNG Carrier,137585,164060,11.9,295.0,45.9
Dry Bulk,Cement,Capesize,148434,185857,15.8,276.5,43.0
Bulk Gases,Ethylene,LPG Carrier,54532,55032,9.5,168.5,29.0
Liquid Bulk,Crude Oil,MR Tanker,48793,49293,10.2,195.9,32.1
Liquid Bulk,Chemicals,Suezmax,155544,189931,15.9,272.0,47.3
Liquid Bulk,Diesel,LR1 Tanker,58505,66412,12.7,239.0,35.0
Bulk Gases,Ammonia,LNG Carrier,105170,111350,12.2,277.2,46.3
Dry Bulk,Grain,Supramax,50689,54195,10.9,197.6,32.6
Dry Bulk,Steel Products,Supramax,48305,59843,10.8,207.1,32.3
Bulk Gases,Propane,LPG Carrier,38401,54591,10.5,172.0,28.1
Dry Bulk,Steel Products,Capesize,133578,168341,16.5,290.4,44.0
Bulk Gases,LNG,LNG Carrier,120989,144666,11.9,300.1,46.1
Dry Bulk,Bauxite,Handysize,19927,26445,7.7,181.4,29.2
Dry Bulk,Grain,Handysize,27252,27752,7.7,187.6,29.5
Dry Bulk,Steel Products,Capesize,130105,200374,16.3,287.0,43.9
Bulk Gases,Propane,LNG Carrier,119358,162906,12.2,290.1,45.5
Dry Bulk,Bauxite,Panamax,83335,83835,12.7,230.0,33.3
Dry Bulk,Bauxite,Supramax,51744,52244,11.5,190.7,31.7
Dry Bulk,Cement,Panamax,87498,88388,12.9,230.3,32.0
Dry Bulk,Cement,Handysize,11438,35199,8.0,188.3,29.2
Dry Bulk,Coal,Supramax,51366,64364,10.6,191.6,31.1
Dry Bulk,Steel Products,Capesize,122795,200010,16.4,278.9,45.9
Dry Bulk,Fertilizer,Panamax,90515,92943,13.6,226.3,33.6
Liquid Bulk,Crude Oil,MR Tanker,22870,40736,11.2,197.4,30.3
Liquid Bulk,Chemicals,LR1 Tanker,63365,72127,12.1,230.0,36.8
Bulk Gases,LPG,LPG Carrier,29981,50541,10.1,183.0,28.9
Bulk Gases,Ethylene,Gas Carrier,22045,27609,9.4,159.6,29.5
Liquid Bulk,Gasoline,Aframax,100560,116990,14.2,233.1,40.9
Bulk Gases,LNG,Gas Carrier,30226,30726,8.2,171.2,28.0
Bulk Gases,Propane,LNG Carrier,133330,133830,11.5,286.8,45.0
Bulk Gases,Ammonia,LPG Carrier,37075,58092,10.0,173.9,29.6
Dry Bulk,Salt,Supramax,44214,55252,10.9,197.2,32.4
Dry Bulk,Salt,Capesize,69276,178123,17.0,293.9,45.2
Liquid Bulk,Vegetable Oil,MR Tanker,38530,57598,11.6,180.1,33.6
Liquid Bulk,Gasoline,LR1 Tanker,73145,73645,12.9,230.8,31.9
Dry Bulk,Fertilizer,Handysize,20451,27847,7.2,189.0,29.9
Dry Bulk,Coal,Panamax,83053,92660,14.1,238.1,32.4
Dry Bulk,Clinker,Panamax,73151,81541,12.1,221.4,33.3
Bulk Gases,Propane,LPG Carrier,27284,55548,9.9,169.7,29.2
Bulk Gases,Propane,Gas Carrier,39266,55368,9.1,164.4,29.2
Bulk Gases,LPG,LPG Carrier,42941,47393,10.2,184.7,29.5
Bulk Gases,LPG,LNG Carrier,110068,192823,11.7,287.3,46.0
Dry Bulk,Cement,Panamax,96161,96661,13.2,233.6,34.3
Dry Bulk,Clinker,Panamax,79298,79798,13.3,225.5,30.7
Liquid Bulk,Vegetable Oil,Aframax,92155,107311,13.5,235.4,41.8
Dry Bulk,Salt,Capesize,102772,156013,16.9,290.7,43.6
Liquid Bulk,Vegetable Oil,MR Tanker,30581,51069,11.0,187.2,33.2
Dry Bulk,Coal,Panamax,82045,95979,12.3,222.2,33.8
Dry Bulk,Grain,Capesize,176857,177357,15.8,304.3,44.8
Dry Bulk,Clinker,Supramax,49841,54001,10.3,191.8,30.3
Dry Bulk,Bauxite,Panamax,81183,95422,12.3,247.1,33.2
Bulk Gases,Propane,LNG Carrier,140902,162324,11.8,284.2,45.1
Liquid Bulk,Petroleum Products,Suezmax,139712,185007,15.9,281.5,46.5
Liquid Bulk,Vegetable Oil,MR Tanker,32272,45000,8.3,182.5,31.2
Bulk Gases,Ethylene,Gas Carrier,27115,35005,8.6,164.9,26.6
Bulk Gases,Propane,LNG Carrier,143476,146627,11.8,288.8,45.9
Dry Bulk,Fertilizer,Handysize,26653,35701,7.9,180.3,29.0
Dry Bulk,Bauxite,Panamax,59556,84935,12.8,220.8,34.0
Dry Bulk,Coal,Handysize,15451,31077,8.3,178.2,29.3
Bulk Gases,LPG,LPG Carrier,13795,55471,10.1,183.6,29.8
Dry Bulk,Grain,Capesize,139806,161640,16.2,295.2,43.0
Dry Bulk,Clinker,Capesize,153897,167535,16.2,294.9,44.5
Dry Bulk,Coal,Handysize,24753,25253,7.5,183.4,30.0
Bulk Gases,LNG,LPG Carrier,32445,50406,10.4,191.7,30.5
Dry Bulk,Fertilizer,Panamax,100705,101205,11.4,224.7,31.6
Liquid Bulk,Vegetable Oil,MR Tanker,36184,47161,10.9,181.6,32.5
Dry Bulk,Clinker,Supramax,50397,56455,9.8,203.4,33.0
Liquid Bulk,Gasoline,Aframax,95769,98138,14.6,238.6,41.2
Liquid Bulk,Fuel Oil,Aframax,91337,119335,14.5,247.7,41.7
Liquid Bulk,Petroleum Products,Suezmax,153694,173238,16.4,273.7,47.0
Liquid Bulk,Crude Oil,Suezmax,149268,180371,16.1,272.9,46.7
Dry Bulk,Steel Products,Handysize,22834,37012,8.2,187.4,30.2
Liquid Bulk,Fuel Oil,LR1 Tanker,62770,78789,12.6,238.8,35.1
Bulk Gases,LNG,Gas Carrier,9548,36588,9.5,167.7,27.2
Dry Bulk,Grain,Capesize,193630,194130,16.0,291.5,48.0
Liquid Bulk,Vegetable Oil,Suezmax,174382,185392,16.1,285.0,48.3
Liquid Bulk,Crude Oil,LR1 Tanker,75862,76856,13.2,224.9,35.1
Liquid Bulk,Vegetable Oil,Aframax,88193,101330,14.0,240.9,41.6
Liquid Bulk,Crude Oil,MR Tanker,35687,38188,11.0,190.4,30.2
Liquid Bulk,Gasoline,Aframax,104301,104801,15.1,247.4,40.6
Dry Bulk,Steel Products,Supramax,50872,52853,10.1,204.6,33.2
Liquid Bulk,Crude Oil,Aframax,109296,113106,14.5,238.2,42.0
Dry Bulk,Iron Ore,Capesize,144818,145318,16.5,284.4,43.1
Liquid Bulk,Petroleum Products,LR1 Tanker,69010,69510,12.4,228.6,34.7
Liquid Bulk,Diesel,Suezmax,166962,179376,15.7,260.8,48.1
Liquid Bulk,Fuel Oil,Aframax,103304,106694,14.3,260.3,43.1
Dry Bulk,Steel Products,Handysize,9226,31231,7.7,174.2,30.0
Dry Bulk,Clinker,Panamax,75981,85846,12.0,232.7,32.7
Bulk Gases,Butane,LNG Carrier,91412,184396,12.3,296.0,45.3
Liquid Bulk,Petroleum Products,MR Tanker,27399,42168,11.1,187.3,30.7
Dry Bulk,Salt,Capesize,184757,196974,15.9,292.6,42.4
Dry Bulk,Clinker,Panamax,68818,85958,12.7,226.0,32.6
Bulk Gases,Propane,LNG Carrier,122316,161401,12.5,292.7,45.7
Liquid Bulk,Diesel,Suezmax,143941,169331,15.6,262.7,48.2
Liquid Bulk,Diesel,Suezmax,174613,175113,16.6,269.3,48.2
Liquid Bulk,Diesel,LR1 Tanker,68321,68821,12.6,236.4,34.4
Dry Bulk,Steel Products,Capesize,130026,198324,16.9,295.6,43.9
Dry Bulk,Coal,Panamax,88197,90308,11.8,225.9,32.2
Dry Bulk,Clinker,Panamax,86549,87049,12.1,224.4,32.4
Bulk Gases,Ammonia,LNG Carrier,127511,152159,11.0,285.1,45.7
Liquid Bulk,Diesel,Suezmax,140866,161315,16.4,278.6,48.1
Bulk Gases,LNG,LNG Carrier,135083,163722,11.8,283.1,45.9
Dry Bulk,Salt,Supramax,45838,53876,10.4,198.6,29.3
Dry Bulk,Grain,Supramax,48762,54253,10.8,195.6,31.9
Dry Bulk,Iron Ore,Capesize,126962,196831,16.1,298.9,45.8
Liquid Bulk,Petroleum Products,LR1 Tanker,61871,67451,12.6,229.6,34.7
Bulk Gases,Butane,LNG Carrier,137341,137841,12.6,282.6,44.1
Liquid Bulk,Crude Oil,LR1 Tanker,57238,72191,12.5,221.0,35.8
Bulk Gases,Ethylene,Gas Carrier,17632,18132,9.5,173.8,28.5
Bulk Gases,Butane,LPG Carrier,25450,51184,9.7,180.9,30.1
Dry Bulk,Fertilizer,Panamax,82419,89410,13.7,228.4,33.2
Bulk Gases,Ethylene,LNG Carrier,198895,199395,12.2,297.4,46.8
Liquid Bulk,Crude Oil,Suezmax,153871,225095,16.8,259.1,48.6
Dry Bulk,Iron Ore,Handysize,36528,39616,8.1,190.5,30.7
Bulk Gases,Butane,LNG Carrier,132820,160346,11.9,279.6,45.9
